trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
175,False,"{'a': 0.9, 'e': 0.1722499301915014}",25,0,25.514326015006297,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.9, 'e': 0.17052743088958636}",30,0,28.75338391499952,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.9, 'e': 0.1688221565806905}",25,6,-31.417607994631048,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
178,False,"{'a': 0.9, 'e': 0.1671339350148836}",30,12,32.226100008197825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.9, 'e': 0.16546259566473476}",20,12,-37.75342390312025,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.9, 'e': 0.16380796970808742}",25,19,8.579134186192594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.9, 'e': 0.16216989001100654}",25,19,2.3877051666455675,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.9, 'e': 0.16054819111089647}",30,20,19.095484519948286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.9, 'e': 0.1589427091997875}",20,16,7.163491402452899,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.15735328210778962}",20,12,-4.983468002922699,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.9, 'e': 0.15577974928671173}",20,8,25.148903093096862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.9, 'e': 0.15422195179384462}",35,25,19.769860968748635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.15267973227590617}",30,14,-28.990832551066205,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.9, 'e': 0.1511529349531471}",25,17,12.22993909827994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.9, 'e': 0.14964140560361563}",25,11,-15.21481490668257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.9, 'e': 0.14814499154757946}",30,10,29.28575746984503,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.9, 'e': 0.14666354163210368}",20,6,27.066033810865502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.14519690621578263}",25,14,17.002738355496668,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.9, 'e': 0.1437449371536248}",20,15,9.976481705780973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.9, 'e': 0.14230748778208857}",20,0,35.20178579119921,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.9, 'e': 0.14088441290426768}",30,15,-14.473195982421194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.9, 'e': 0.139475568775225}",35,21,-26.60756138588673,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
197,False,"{'a': 0.9, 'e': 0.13808081308747275}",20,10,-26.50766009909708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.9, 'e': 0.136700004956598}",20,14,9.593625075559254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.13533300490703204}",25,13,22.909246425936868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.9, 'e': 0.13397967485796172}",25,13,-21.375231738720903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.9, 'e': 0.1326398781093821}",25,20,8.82060232606887,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.13131347932828827}",20,10,17.270646235365138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.9, 'e': 0.1300003445350054}",35,24,15.019997433528392,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.9, 'e': 0.12870034108965533}",20,12,4.197278970986817,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.1274133376787588}",20,9,22.18781626589508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.9, 'e': 0.12613920430197118}",30,12,26.68093808779677,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.12487781225895148}",25,16,7.4198435006935295,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.12362903413636196}",20,2,28.993692200416763,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.9, 'e': 0.12239274379499834}",20,10,17.608772131882365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.12116881635704835}",20,14,12.47701061579248,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.9, 'e': 0.11995712819347787}",35,26,-5.7709629050228735,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.11875755691154309}",20,8,5.563974779721136,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.11756998134242766}",25,7,23.012519525433866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.11639428152900338}",30,17,24.435131846902085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.9, 'e': 0.11523033871371334}",20,15,9.874192367909856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.11407803532657622}",20,12,13.105470968402429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.9, 'e': 0.11293725497331045}",25,18,10.710109137064055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.11180788242357734}",20,11,17.54688721567004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.11068980359934157}",25,16,9.288411554817698,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.10958290556334815}",30,19,22.82731572518321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.10848707650771466}",25,0,38.82949028067033,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.9, 'e': 0.10740220574263752}",25,17,13.54580068318033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.10632818368521114}",25,17,14.105986514097683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.9, 'e': 0.10526490184835903}",30,21,15.688477767026722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.10421225282987544}",25,12,20.208875595306623,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.10317013030157668}",20,10,20.289807740229705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.10213842899856092}",25,15,19.989318995846208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.9, 'e': 0.10111704470857531}",20,6,24.677654337230035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.9, 'e': 0.10010587426148955}",20,12,13.08598532654976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.09910481551887466}",20,2,29.035392773418145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,16,27.057308930314925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,14,14.099718226100853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,16,29.505485409439363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,13,25.98861290551578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,8,21.269978262822168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,19,11.774924796361432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,15,18.05723593992411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,14,24.45686193627712,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,15.039638236308146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,0,31.393112740426734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
